group,Ethnic_Group,cohort,N,Total,region,percentage
5_2001,Asian,TPP,336410,3131735,Yorkshire and The Humber,10.741968908608168
5_2001,Black,TPP,59605,3131735,Yorkshire and The Humber,1.903258098146874
5_2001,Mixed/multiple ethnic groups,TPP,45855,3131735,Yorkshire and The Humber,1.4642043467917942
5_2001,Other,TPP,58415,3131735,Yorkshire and The Humber,1.8652599916659616
5_2001,White,TPP,2631445,3131735,Yorkshire and The Humber,84.02514899887763
5_2001,Asian,TPP,525,8205,NA,6.39853747714808
5_2001,Black,TPP,585,8205,NA,7.129798903107861
5_2001,Mixed/multiple ethnic groups,TPP,425,8205,NA,5.1797684338817795
5_2001,Other,TPP,170,8205,NA,2.071907373552712
5_2001,White,TPP,6495,8205,NA,79.15904936014626
5_2001,Asian,ONS,244870,5846965,East,4.187984706595644
5_2001,Black,ONS,117440,5846965,East,2.0085634170890367
5_2001,Mixed/multiple ethnic groups,ONS,112115,5846965,East,1.9174905271367282
5_2001,Other,ONS,62345,5846965,East,1.0662796852726157
5_2001,White,ONS,5310195,5846965,East,90.81968166390597
5_2001,Asian,ONS,269020,4533220,East Midlands,5.934413066209008
5_2001,Black,ONS,81485,4533220,East Midlands,1.7975081729984428
5_2001,Mixed/multiple ethnic groups,ONS,86225,4533220,East Midlands,1.9020696105637935
5_2001,Other,ONS,50140,4533220,East Midlands,1.1060570631912856
5_2001,White,ONS,4046355,4533220,East Midlands,89.26006238391254
5_2001,Asian,ONS,1387295,8173940,London,16.972170091779486
5_2001,Black,ONS,1088640,8173940,London,13.31842416264372
5_2001,Mixed/multiple ethnic groups,ONS,405280,8173940,London,4.958196414458633
5_2001,Other,ONS,405290,8173940,London,4.958318754480703
5_2001,White,ONS,4887435,8173940,London,59.79289057663746
5_2001,Asian,ONS,60315,2596885,North East,2.3225903341888454
5_2001,Black,ONS,13220,2596885,North East,0.5090714452122447
5_2001,Mixed/multiple ethnic groups,ONS,22450,2596885,North East,0.8644972726940161
5_2001,Other,ONS,25335,2596885,North East,0.9755919110780801
5_2001,White,ONS,2475565,2596885,North East,95.32824903682682
5_2001,Asian,ONS,389435,7052175,North West,5.522197052682328
5_2001,Black,ONS,97870,7052175,North West,1.3877987996610974
5_2001,Mixed/multiple ethnic groups,ONS,110890,7052175,North West,1.5724226922899673
5_2001,Other,ONS,92265,7052175,North West,1.3083197736868413
5_2001,White,ONS,6361715,7052175,North West,90.20926168167976
5_2001,Asian,ONS,398980,8634750,South East,4.620631749616376
5_2001,Black,ONS,136015,8634750,South East,1.5752048409044848
5_2001,Mixed/multiple ethnic groups,ONS,167765,8634750,South East,1.9429051217464317
5_2001,Other,ONS,104170,8634750,South East,1.206404354497814
5_2001,White,ONS,7827820,8634750,South East,90.65485393323489
5_2001,Asian,ONS,83295,5288935,South West,1.5748917315111644
5_2001,Black,ONS,49475,5288935,South West,0.9354435250196873
5_2001,Mixed/multiple ethnic groups,ONS,71885,5288935,South West,1.3591583182625613
5_2001,Other,ONS,37850,5288935,South West,0.7156450211621054
5_2001,White,ONS,5046430,5288935,South West,95.41486140404449
5_2001,Asian,ONS,573160,5601845,West Midlands,10.231629043645443
5_2001,Black,ONS,182125,5601845,West Midlands,3.251161001420068
5_2001,Mixed/multiple ethnic groups,ONS,131715,5601845,West Midlands,2.351278909002302
5_2001,Other,ONS,81180,5601845,West Midlands,1.4491654088965331
5_2001,White,ONS,4633670,5601845,West Midlands,82.71685489334317
5_2001,Asian,ONS,357530,5283735,Yorkshire and The Humber,6.766614904040419
5_2001,Black,ONS,80345,5283735,Yorkshire and The Humber,1.5206099473194625
5_2001,Mixed/multiple ethnic groups,ONS,84560,5283735,Yorkshire and The Humber,1.6003830623602433
5_2001,Other,ONS,69345,5283735,Yorkshire and The Humber,1.3124238819698566
5_2001,White,ONS,4691955,5283735,Yorkshire and The Humber,88.79996820431002
16_2001,African,ONS,69925,5846965,East,1.195919592472334
16_2001,Any other ethnic group,ONS,28840,5846965,East,0.4932473514036769
16_2001,Bangladeshi,ONS,32990,5846965,East,0.5642243454510161
16_2001,British,ONS,4986170,5846965,East,85.27791768892065
16_2001,Caribbean,ONS,33615,5846965,East,0.5749136517834467
16_2001,Chinese,ONS,33505,5846965,East,0.5730323338689388
16_2001,Indian,ONS,86735,5846965,East,1.483419175589387
16_2001,Irish,ONS,55575,5846965,East,0.9504931190797277
16_2001,Other Asian,ONS,58870,5846965,East,1.0068471420643017
16_2001,Other Black,ONS,13905,5846965,East,0.23781568728391567
16_2001,Other Mixed,ONS,27280,5846965,East,0.46656684279793015
16_2001,Other White,ONS,268450,5846965,East,4.591270855905585
16_2001,Pakistani,ONS,66270,5846965,East,1.1334085290402798
16_2001,White and Asian,ONS,32225,5846965,East,0.551140634500121
16_2001,White and Black African,ONS,15390,5846965,East,0.2632134791297707
16_2001,White and Black Caribbean,ONS,37220,5846965,East,0.6365695707089063
16_2001,African,ONS,41770,4533220,East Midlands,0.9214200943258876
16_2001,Any other ethnic group,ONS,25735,4533220,East Midlands,0.5676980159798113
16_2001,Bangladeshi,ONS,13260,4533220,East Midlands,0.29250731268281704
16_2001,British,ONS,3871145,4533220,East Midlands,85.3950392877469
16_2001,Caribbean,ONS,28915,4533220,East Midlands,0.6378468285236543
16_2001,Chinese,ONS,24405,4533220,East Midlands,0.5383590472114743
16_2001,Indian,ONS,168930,4533220,East Midlands,3.726490221079056
16_2001,Irish,ONS,28675,4533220,East Midlands,0.6325525785203454
16_2001,Other Asian,ONS,37895,4533220,East Midlands,0.8359400161474625
16_2001,Other Black,ONS,10805,4533220,East Midlands,0.2383515470239697
16_2001,Other Mixed,ONS,15320,4533220,East Midlands,0.3379496252112185
16_2001,Other White,ONS,146535,4533220,East Midlands,3.232470517645294
16_2001,Pakistani,ONS,48940,4533220,East Midlands,1.0795858131747411
16_2001,White and Asian,ONS,21690,4533220,East Midlands,0.4784678440490424
16_2001,White and Black African,ONS,8815,4533220,East Midlands,0.19445339074653337
16_2001,White and Black Caribbean,ONS,40405,4533220,East Midlands,0.8913090474320682
16_2001,African,ONS,573930,8173940,London,7.0214608866715436
16_2001,Any other ethnic group,ONS,281040,8173940,London,3.4382439802592137
16_2001,Bangladeshi,ONS,222125,8173940,London,2.7174777402329844
16_2001,British,ONS,3669285,8173940,London,44.89004078816336
16_2001,Caribbean,ONS,344595,8173940,London,4.215775990525988
16_2001,Chinese,ONS,124250,8173940,London,1.5200747742214893
16_2001,Indian,ONS,542855,8173940,London,6.641289268088584
16_2001,Irish,ONS,175975,8173940,London,2.1528785383792886
16_2001,Other Asian,ONS,398515,8173940,London,4.875433389528183
16_2001,Other Black,ONS,170110,8173940,London,2.081126115435151
16_2001,Other Mixed,ONS,118875,8173940,London,1.4543170123587892
16_2001,Other White,ONS,1042175,8173940,London,12.749971250094813
16_2001,Pakistani,ONS,223795,8173940,London,2.7379085239186978
16_2001,White and Asian,ONS,101500,8173940,London,1.2417512240119208
16_2001,White and Black African,ONS,65480,8173940,London,0.8010824645152766
16_2001,White and Black Caribbean,ONS,119425,8173940,London,1.4610457135726467
16_2001,African,ONS,10980,2596885,North East,0.4228142563109264
16_2001,Any other ethnic group,ONS,11050,2596885,North East,0.42550979346409257
16_2001,Bangladeshi,ONS,10970,2596885,North East,0.4224291795747598
16_2001,British,ONS,2431425,2596885,North East,93.62852032338745
16_2001,Caribbean,ONS,1195,2596885,North East,0.046016669971908654
16_2001,Chinese,ONS,14285,2596885,North East,0.5500821176139875
16_2001,Indian,ONS,15815,2596885,North East,0.6089988582474772
16_2001,Irish,ONS,8035,2596885,North East,0.30940915750986275
16_2001,Other Asian,ONS,13695,2596885,North East,0.5273625901801582
16_2001,Other Black,ONS,1045,2596885,North East,0.040240518929409656
16_2001,Other Mixed,ONS,4940,2596885,North East,0.1902279076663002
16_2001,Other White,ONS,36110,2596885,North East,1.390512094297591
16_2001,Pakistani,ONS,19830,2596885,North East,0.763607167818367
16_2001,White and Asian,ONS,8020,2596885,North East,0.3088315424056129
16_2001,White and Black African,ONS,3550,2596885,North East,0.13670224133914285
16_2001,White and Black Caribbean,ONS,5940,2596885,North East,0.22873558128296018
16_2001,African,ONS,59280,7052175,North West,0.8405917323378957
16_2001,Any other ethnic group,ONS,44215,7052175,North West,0.6269696937469647
16_2001,Bangladeshi,ONS,45895,7052175,North West,0.6507921315055285
16_2001,British,ONS,6141070,7052175,North West,87.08051062260934
16_2001,Caribbean,ONS,23130,7052175,North West,0.327983919854513
16_2001,Chinese,ONS,48050,7052175,North West,0.6813500799398767
16_2001,Indian,ONS,107355,7052175,North West,1.5222963128396558
16_2001,Irish,ONS,64930,7052175,North West,0.920708859323542
16_2001,Other Asian,ONS,46750,7052175,North West,0.6629160507219404
16_2001,Other Black,ONS,15460,7052175,North West,0.21922314746868873
16_2001,Other Mixed,ONS,22765,7052175,North West,0.3228082116510155
16_2001,Other White,ONS,155715,7052175,North West,2.208042199746887
16_2001,Pakistani,ONS,189435,7052175,North West,2.686192557615204
16_2001,White and Asian,ONS,30530,7052175,North West,0.43291608617199656
16_2001,White and Black African,ONS,18390,7052175,North West,0.26077061332142215
16_2001,White and Black Caribbean,ONS,39205,7052175,North West,0.5559277811455331
16_2001,African,ONS,87345,8634750,South East,1.0115521584296012
16_2001,Any other ethnic group,ONS,51110,8634750,South East,0.5919105938214771
16_2001,Bangladeshi,ONS,27950,8634750,South East,0.32369205825298936
16_2001,British,ONS,7359000,8634750,South East,85.2253973768783
16_2001,Caribbean,ONS,34225,8634750,South East,0.3963635310808072
16_2001,Chinese,ONS,53060,8634750,South East,0.6144937606763369
16_2001,Indian,ONS,152130,8634750,South East,1.761834448015287
16_2001,Irish,ONS,73570,8634750,South East,0.8520223515446308
16_2001,Other Asian,ONS,119650,8634750,South East,1.3856799559917774
16_2001,Other Black,ONS,14445,8634750,South East,0.16728915139407627
16_2001,Other Mixed,ONS,40195,8634750,South East,0.4655027649903008
16_2001,Other White,ONS,395250,8634750,South East,4.577434204811952
16_2001,Pakistani,ONS,99245,8634750,South East,1.1493673818002836
16_2001,White and Asian,ONS,58765,8634750,South East,0.6805640001158111
16_2001,White and Black African,ONS,22825,8634750,South East,0.26433886331393497
16_2001,White and Black Caribbean,ONS,45980,8634750,South East,0.5324994933263847
16_2001,African,ONS,24225,5288935,South West,0.4580317209419288
16_2001,Any other ethnic group,ONS,15610,5288935,South West,0.2951444856100519
16_2001,Bangladeshi,ONS,8415,5288935,South West,0.15910575569561736
16_2001,British,ONS,4855675,5288935,South West,91.8081806639711
16_2001,Caribbean,ONS,15130,5288935,South West,0.28606893448302917
16_2001,Chinese,ONS,22245,5288935,South West,0.42059507254296
16_2001,Indian,ONS,34190,5288935,South West,0.646443943818557
16_2001,Irish,ONS,28615,5288935,South West,0.5410351989578243
16_2001,Other Asian,ONS,29070,5288935,South West,0.5496380651303145
16_2001,Other Black,ONS,10120,5288935,South West,0.19134286959472938
16_2001,Other Mixed,ONS,16255,5288935,South West,0.30733975743698877
16_2001,Other White,ONS,162135,5288935,South West,3.0655510041246488
16_2001,Pakistani,ONS,11620,5288935,South West,0.21970396686667543
16_2001,White and Asian,ONS,21410,5288935,South West,0.4048073950615767
16_2001,White and Black African,ONS,8550,5288935,South West,0.16165825445009252
16_2001,White and Black Caribbean,ONS,25670,5288935,South West,0.4853529113139034
16_2001,African,ONS,64255,5601845,West Midlands,1.1470328079409553
